#-----------------------------------------------------------
# Vivado v2018.3 (64-bit)
# SW Build 2405991 on Thu Dec  6 23:38:27 MST 2018
# IP Build 2404404 on Fri Dec  7 01:43:56 MST 2018
# Start of session at: Mon Dec 15 22:56:22 2025
# Process ID: 33272
# Current directory: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project
# Command line: vivado.exe -mode batch -source run.tcl
# Log file: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/vivado.log
# Journal file: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project\vivado.jou
#-----------------------------------------------------------
source run.tcl
# open_project "E:\\Code\\CPU_Design\\HFUT_2020_MIPS_CPU\\project\\project.xpr"
Scanning sources...
Finished scanning sources
# launch_simulation -simset sim_1
INFO: [Vivado 12-5682] Launching behavioral simulation in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
INFO: [SIM-utils-51] Simulation object is 'sim_1'
INFO: [SIM-utils-54] Inspecting design source files for 'mips_tb' in fileset 'sim_1'...
INFO: [USF-XSim-97] Finding global include files...
INFO: [USF-XSim-98] Fetching design files from 'sim_1'...
INFO: [USF-XSim-2] XSim::Compile design
INFO: [USF-XSim-61] Executing 'COMPILE and ANALYZE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
"xvlog --incr --relax -prj mips_tb_vlog.prj"
INFO: [USF-XSim-69] 'compile' step finished in '1' seconds
INFO: [USF-XSim-3] XSim::Elaborate design
INFO: [USF-XSim-61] Executing 'ELABORATE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
Vivado Simulator 2018.3
Copyright 1986-1999, 2001-2018 Xilinx, Inc. All Rights Reserved.
Running: D:/Xilinx/Vivado/2018.3/bin/unwrapped/win64.o/xelab.exe -wto e6f7202c585f498eb4e5ec9ab3b2b493 --incr --debug typical --relax --mt 2 -L xil_defaultlib -L unisims_ver -L unimacro_ver -L secureip --snapshot mips_tb_behav xil_defaultlib.mips_tb xil_defaultlib.glbl -log elaborate.log 
Using 2 slave threads.
Starting static elaboration
Completed static elaboration
INFO: [XSIM 43-4323] No Change in HDL. Linking previously generated obj files to create kernel
INFO: [USF-XSim-69] 'elaborate' step finished in '1' seconds
INFO: [USF-XSim-4] XSim::Simulate design
INFO: [USF-XSim-61] Executing 'SIMULATE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
INFO: [USF-XSim-98] *** Running xsim
@00003050: $ 2 <= 0c001400
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 18002800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000005b
@00003050: $ 2 <= 18002800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 30005000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000005c
@00003050: $ 2 <= 30005000
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 6000a000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000005d
@00003050: $ 2 <= 6000a000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c0014000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000005e
@00003050: $ 2 <= c0014001
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80028002
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000005f
@00003050: $ 2 <= 80028002
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00050004
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000060
@00003050: $ 2 <= 00050005
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000a000a
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000061
@00003050: $ 2 <= 000a000a
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00140014
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000062
@00003050: $ 2 <= 00140014
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00280028
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000063
@00003050: $ 2 <= 00280028
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00500050
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000064
@00003050: $ 2 <= 00500050
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00a000a0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000065
@00003050: $ 2 <= 00a000a0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01400140
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000066
@00003050: $ 2 <= 01400140
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02800280
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000067
@00003050: $ 2 <= 02800280
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 05000500
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000068
@00003050: $ 2 <= 05000500
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0a000a00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000069
@00003050: $ 2 <= 0a000a00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 14001400
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000006a
@00003050: $ 2 <= 14001400
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 28002800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000006b
@00003050: $ 2 <= 28002800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 50005000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000006c
@00003050: $ 2 <= 50005000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a000a000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000006d
@00003050: $ 2 <= a000a001
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 40014002
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000006e
@00003050: $ 2 <= 40014003
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80028006
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000006f
@00003050: $ 2 <= 80028007
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0005000e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000070
@00003050: $ 2 <= 0005000f
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000a001e
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000071
@00003050: $ 2 <= 000a001e
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0014003c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000072
@00003050: $ 2 <= 0014003c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00280078
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000073
@00003050: $ 2 <= 00280078
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 005000f0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000074
@00003050: $ 2 <= 005000f0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00a001e0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000075
@00003050: $ 2 <= 00a001e0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 014003c0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000076
@00003050: $ 2 <= 014003c0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02800780
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000077
@00003050: $ 2 <= 02800780
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 05000f00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000078
@00003050: $ 2 <= 05000f00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0a001e00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000079
@00003050: $ 2 <= 0a001e00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 14003c00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000007a
@00003050: $ 2 <= 14003c00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 28007800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000007b
@00003050: $ 2 <= 28007800
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 5000f000
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000007c
@00003050: $ 2 <= 5000f000
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a001e000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000007d
@00003050: $ 2 <= a001e001
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 4003c002
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000007e
@00003050: $ 2 <= 4003c003
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80078006
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000007f
@00003050: $ 2 <= 80078007
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000f000e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000080
@00003050: $ 2 <= 000f000f
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 001e001e
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000081
@00003050: $ 2 <= 001e001e
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 003c003c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000082
@00003050: $ 2 <= 003c003c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00780078
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000083
@00003050: $ 2 <= 00780078
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00f000f0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000084
@00003050: $ 2 <= 00f000f0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01e001e0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000085
@00003050: $ 2 <= 01e001e0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 03c003c0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000086
@00003050: $ 2 <= 03c003c0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 07800780
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000087
@00003050: $ 2 <= 07800780
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0f000f00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000088
@00003050: $ 2 <= 0f000f00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1e001e00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000089
@00003050: $ 2 <= 1e001e00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 3c003c00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000008a
@00003050: $ 2 <= 3c003c00
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 78007800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000008b
@00003050: $ 2 <= 78007800
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f000f000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000008c
@00003050: $ 2 <= f000f001
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= e001e002
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000008d
@00003050: $ 2 <= e001e002
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c003c004
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000008e
@00003050: $ 2 <= c003c004
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80078008
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000008f
@00003050: $ 2 <= 80078008
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 000f0010
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000090
@00003050: $ 2 <= 000f0011
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 001e0022
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000091
@00003050: $ 2 <= 001e0022
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 003c0044
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000092
@00003050: $ 2 <= 003c0044
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00780088
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000093
@00003050: $ 2 <= 00780088
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00f00110
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000094
@00003050: $ 2 <= 00f00110
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01e00220
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000095
@00003050: $ 2 <= 01e00220
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 03c00440
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000096
@00003050: $ 2 <= 03c00440
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 07800880
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000097
@00003050: $ 2 <= 07800880
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0f001100
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000098
@00003050: $ 2 <= 0f001100
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1e002200
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000099
@00003050: $ 2 <= 1e002200
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 3c004400
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000009a
@00003050: $ 2 <= 3c004400
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 78008800
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000009b
@00003050: $ 2 <= 78008800
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f0011000
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000009c
@00003050: $ 2 <= f0011001
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= e0022002
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000009d
@00003050: $ 2 <= e0022002
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c0044004
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000009e
@00003050: $ 2 <= c0044004
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80088008
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000009f
@00003050: $ 2 <= 80088008
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00110010
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000000a0
@00003050: $ 2 <= 00110011
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00220022
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000a1
@00003050: $ 2 <= 00220022
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00440044
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000a2
@00003050: $ 2 <= 00440044
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00880088
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000a3
@00003050: $ 2 <= 00880088
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01100110
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000a4
@00003050: $ 2 <= 01100110
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02200220
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000a5
@00003050: $ 2 <= 02200220
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 04400440
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000a6
@00003050: $ 2 <= 04400440
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 08800880
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000a7
@00003050: $ 2 <= 08800880
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11001100
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000a8
@00003050: $ 2 <= 11001100
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22002200
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000a9
@00003050: $ 2 <= 22002200
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 44004400
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000aa
@00003050: $ 2 <= 44004400
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88008800
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000000ab
@00003050: $ 2 <= 88008801
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 10011002
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000000ac
@00003050: $ 2 <= 10011003
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 20022006
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000ad
@00003050: $ 2 <= 20022006
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 4004400c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000ae
@00003050: $ 2 <= 4004400c
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80088018
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000000af
@00003050: $ 2 <= 80088019
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00110032
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000000b0
@00003050: $ 2 <= 00110033
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00220066
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000b1
@00003050: $ 2 <= 00220066
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 004400cc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000b2
@00003050: $ 2 <= 004400cc
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00880198
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000b3
@00003050: $ 2 <= 00880198
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 01100330
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000b4
@00003050: $ 2 <= 01100330
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 02200660
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000b5
@00003050: $ 2 <= 02200660
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 04400cc0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000b6
@00003050: $ 2 <= 04400cc0
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 08801980
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000b7
@00003050: $ 2 <= 08801980
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11003300
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000b8
@00003050: $ 2 <= 11003300
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22006600
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000b9
@00003050: $ 2 <= 22006600
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 4400cc00
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000ba
@00003050: $ 2 <= 4400cc00
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88019800
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000000bb
@00003050: $ 2 <= 88019801
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 10033002
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000000bc
@00003050: $ 2 <= 10033003
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 20066006
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000bd
@00003050: $ 2 <= 20066006
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 400cc00c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000be
@00003050: $ 2 <= 400cc00c
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 80198018
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000000bf
@00003050: $ 2 <= 80198019
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00330032
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000000c0
@00003050: $ 2 <= 00330033
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00660066
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000c1
@00003050: $ 2 <= 00660066
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 00cc00cc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000000c2
@00003050: $ 2 <= 00cc00cc
@00003034: $ 3 <= 00000000
